Date, Temperature, Humidity
19/05/2020 22:47,19,64
19/05/2020 22:47,19,64
19/05/2020 22:51,19,64
19/05/2020 22:51,19,64
19/05/2020 22:55,19,64
19/05/2020 22:55,19,64
19/05/2020 22:59,19,64
19/05/2020 22:59,19,65
19/05/2020 23:03,19,64
19/05/2020 23:03,19,65
19/05/2020 23:07,19,65
19/05/2020 23:07,19,65
19/05/2020 23:12,19,65
19/05/2020 23:12,19,65
19/05/2020 23:20,19,65
19/05/2020 23:28,19,65
19/05/2020 23:41,19,65
19/05/2020 23:58,19,65
20/05/2020 0:05,19,65
20/05/2020 0:34,19,65
20/05/2020 0:42,19,65
20/05/2020 1:00,19,65
20/05/2020 1:17,19,65
20/05/2020 1:35,19,65
20/05/2020 1:43,19,65
20/05/2020 2:04,19,65
20/05/2020 2:10,19,65
20/05/2020 2:38,19,65
20/05/2020 2:58,19,65
20/05/2020 3:16,19,65
20/05/2020 3:34,19,65
20/05/2020 3:43,19,65
20/05/2020 3:47,18,66
20/05/2020 3:47,18,64
20/05/2020 5:17,18,62
20/05/2020 5:17,18,63
20/05/2020 5:22,18,63
20/05/2020 5:22,18,63
20/05/2020 5:23,18,63
20/05/2020 5:23,18,63
20/05/2020 5:24,18,63
20/05/2020 5:24,18,63
20/05/2020 5:28,18,63
20/05/2020 5:28,18,63
20/05/2020 6:05,18,64
20/05/2020 6:05,18,64
20/05/2020 6:10,18,64
20/05/2020 9:39,21,60
20/05/2020 9:39,21,61
20/05/2020 9:53,21,61
20/05/2020 9:53,21,60
20/05/2020 15:38,21,60
20/05/2020 15:39,21,60
20/05/2020 15:39,21,60
20/05/2020 15:39,21,57
20/05/2020 15:47,21,57
20/05/2020 15:47,21,57
20/05/2020 15:47,21,57
20/05/2020 15:47,21,57
20/05/2020 15:47,21,56
20/05/2020 15:47,21,56
20/05/2020 15:49,21,56
20/05/2020 15:49,22,57
20/05/2020 15:56,22,56
20/05/2020 15:56,22,56
20/05/2020 15:56,22,56
20/05/2020 15:57,22,56
20/05/2020 15:57,22,56
20/05/2020 15:58,22,56
20/05/2020 15:59,22,56
20/05/2020 16:03,22,56
20/05/2020 16:04,22,56
20/05/2020 17:30,22,54
20/05/2020 17:30,22,54
20/05/2020 17:35,23,53
20/05/2020 17:35,22,54
20/05/2020 18:11,22,56
20/05/2020 18:11,22,55
20/05/2020 18:16,22,55
20/05/2020 18:16,22,55
20/05/2020 18:21,22,55
20/05/2020 18:21,22,54
20/05/2020 18:26,22,54
20/05/2020 18:26,22,54
20/05/2020 18:31,22,54
20/05/2020 18:31,22,54
20/05/2020 18:36,22,54
20/05/2020 18:36,22,54
20/05/2020 18:41,22,54
20/05/2020 18:41,22,54
20/05/2020 18:17,22,54
20/05/2020 18:44,22,54
20/05/2020 18:44,22,53
20/05/2020 18:49,23,53
20/05/2020 18:49,23,52
20/05/2020 18:54,23,52
20/05/2020 18:54,23,54
20/05/2020 18:59,23,54
20/05/2020 18:59,23,55
20/05/2020 19:04,23,54
20/05/2020 19:04,22,54
20/05/2020 19:09,22,54
20/05/2020 19:10,22,55
20/05/2020 19:14,22,55
20/05/2020 19:15,22,55
20/05/2020 19:19,22,55
20/05/2020 19:20,23,55
20/05/2020 19:25,23,55
20/05/2020 19:25,22,56
20/05/2020 19:30,22,56
20/05/2020 19:30,22,56
20/05/2020 19:35,22,56
20/05/2020 19:35,22,57
20/05/2020 19:40,22,56
20/05/2020 19:40,22,57
20/05/2020 19:45,22,57
20/05/2020 19:45,22,57
20/05/2020 19:50,22,57
20/05/2020 19:50,22,58
20/05/2020 19:55,22,57
20/05/2020 19:55,22,57
20/05/2020 20:00,22,57
20/05/2020 20:00,22,57
20/05/2020 20:05,22,57
20/05/2020 20:05,22,57
20/05/2020 20:10,22,57
20/05/2020 20:10,22,57
20/05/2020 20:15,22,57
20/05/2020 20:15,22,57
20/05/2020 20:20,22,57
20/05/2020 20:20,22,56
20/05/2020 20:25,22,56
20/05/2020 20:25,22,56
20/05/2020 20:30,23,56
20/05/2020 20:30,22,56
20/05/2020 20:35,23,56
20/05/2020 20:35,23,56
20/05/2020 20:40,23,56
20/05/2020 20:40,23,56
20/05/2020 20:45,23,56
20/05/2020 20:45,23,56
20/05/2020 20:50,23,56
20/05/2020 20:50,22,57
20/05/2020 20:55,22,57
20/05/2020 20:55,22,56
20/05/2020 21:00,22,56
20/05/2020 21:00,22,56
20/05/2020 21:05,22,56
20/05/2020 21:05,21,56
20/05/2020 21:10,21,56
20/05/2020 21:10,21,56
20/05/2020 21:15,21,57
20/05/2020 21:15,21,56
20/05/2020 21:20,21,56
20/05/2020 21:20,21,56
20/05/2020 21:25,21,56
20/05/2020 21:25,21,56
20/05/2020 21:30,21,56
20/05/2020 21:30,21,56
20/05/2020 21:35,21,56
20/05/2020 21:35,21,57
20/05/2020 21:40,21,57
20/05/2020 21:40,21,57
20/05/2020 21:45,21,57
20/05/2020 21:45,20,56
20/05/2020 21:50,20,56
20/05/2020 21:50,20,56
20/05/2020 21:55,20,56
20/05/2020 21:55,20,56
20/05/2020 22:00,20,55
20/05/2020 22:00,20,55
20/05/2020 22:05,20,55
20/05/2020 22:05,20,55
20/05/2020 22:10,20,55
20/05/2020 22:10,20,55
20/05/2020 22:15,20,55
20/05/2020 22:15,20,55
20/05/2020 22:20,20,55
20/05/2020 22:20,20,56
20/05/2020 22:25,20,56
20/05/2020 22:25,20,56
20/05/2020 22:30,20,56
20/05/2020 22:30,20,55
20/05/2020 22:35,20,55
20/05/2020 22:35,20,55
20/05/2020 22:40,20,55
20/05/2020 22:40,20,55
20/05/2020 22:45,20,55
20/05/2020 22:45,19,56
20/05/2020 22:50,19,56
20/05/2020 22:50,19,56
20/05/2020 22:55,19,56
20/05/2020 22:55,19,56
20/05/2020 23:00,19,56
20/05/2020 23:00,19,56
20/05/2020 23:05,19,56
20/05/2020 23:05,19,57
20/05/2020 23:10,19,56
20/05/2020 23:10,19,57
20/05/2020 23:15,19,57
20/05/2020 23:15,19,58
20/05/2020 23:20,19,58
20/05/2020 23:20,19,58
20/05/2020 23:25,19,58
20/05/2020 23:25,19,58
20/05/2020 23:30,19,58
20/05/2020 23:30,19,58
20/05/2020 23:35,19,58
20/05/2020 23:35,18,59
20/05/2020 23:40,18,59
20/05/2020 23:40,18,59
20/05/2020 23:45,18,59
20/05/2020 23:45,18,59
20/05/2020 23:50,18,59
20/05/2020 23:51,18,59
20/05/2020 23:55,18,59
20/05/2020 23:56,18,60
21/05/2020 0:00,18,59
21/05/2020 0:01,18,60
21/05/2020 0:05,18,60
21/05/2020 0:06,18,60
21/05/2020 0:11,18,60
21/05/2020 0:11,18,60
21/05/2020 0:16,18,60
21/05/2020 0:16,18,60
21/05/2020 0:21,18,60
21/05/2020 0:21,18,60
21/05/2020 0:26,18,60
21/05/2020 0:26,18,61
21/05/2020 0:31,18,60
21/05/2020 0:31,18,61
21/05/2020 0:36,18,61
21/05/2020 0:36,18,61
21/05/2020 0:41,18,61
21/05/2020 0:41,18,61
21/05/2020 0:46,18,61
21/05/2020 0:46,18,61
21/05/2020 0:51,18,61
21/05/2020 0:51,18,61
21/05/2020 0:56,18,61
21/05/2020 0:56,18,61
21/05/2020 1:01,18,61
21/05/2020 1:01,18,61
21/05/2020 1:06,18,62
21/05/2020 1:06,18,62
21/05/2020 1:11,17,61
21/05/2020 1:11,17,61
21/05/2020 1:16,17,61
21/05/2020 1:16,17,61
21/05/2020 1:21,17,61
21/05/2020 1:21,17,61
21/05/2020 1:26,17,61
21/05/2020 1:26,17,61
21/05/2020 1:31,17,61
21/05/2020 1:31,17,62
21/05/2020 1:36,17,62
21/05/2020 1:36,17,62
21/05/2020 1:41,17,62
21/05/2020 1:41,17,62
21/05/2020 1:46,17,62
21/05/2020 1:46,17,62
21/05/2020 1:51,17,62
21/05/2020 1:51,17,62
21/05/2020 1:56,17,62
21/05/2020 1:56,17,62
21/05/2020 2:01,17,62
21/05/2020 2:01,17,62
21/05/2020 2:06,17,62
21/05/2020 2:06,17,62
21/05/2020 2:11,17,62
21/05/2020 2:11,17,62
21/05/2020 2:16,17,62
21/05/2020 2:16,17,62
21/05/2020 2:21,17,62
21/05/2020 2:21,17,62
21/05/2020 2:26,17,62
21/05/2020 2:26,17,63
21/05/2020 2:31,17,63
21/05/2020 2:31,17,63
21/05/2020 2:36,17,63
21/05/2020 2:36,17,63
21/05/2020 2:41,17,63
21/05/2020 2:41,17,63
21/05/2020 2:46,17,63
21/05/2020 2:46,17,63
21/05/2020 2:51,17,63
21/05/2020 2:51,17,63
21/05/2020 2:56,17,63
21/05/2020 2:56,17,63
21/05/2020 3:01,17,63
21/05/2020 3:01,17,63
21/05/2020 3:06,17,63
21/05/2020 3:06,17,63
21/05/2020 3:11,17,63
21/05/2020 3:11,17,64
21/05/2020 3:16,17,63
21/05/2020 3:16,17,64
21/05/2020 3:21,17,64
21/05/2020 3:21,17,64
21/05/2020 3:26,17,64
21/05/2020 3:26,16,64
21/05/2020 3:31,16,64
21/05/2020 3:31,16,64
21/05/2020 3:36,17,64
21/05/2020 3:36,16,64
21/05/2020 3:41,16,64
21/05/2020 3:41,16,64
21/05/2020 3:46,16,64
21/05/2020 3:46,16,64
21/05/2020 3:51,16,64
21/05/2020 3:51,16,64
21/05/2020 3:56,16,64
21/05/2020 3:56,16,64
21/05/2020 4:01,16,64
21/05/2020 4:01,16,64
21/05/2020 4:06,16,64
21/05/2020 4:06,16,64
21/05/2020 4:11,16,64
21/05/2020 4:11,16,65
21/05/2020 4:16,16,65
21/05/2020 4:16,16,65
21/05/2020 4:21,16,64
21/05/2020 4:21,16,65
21/05/2020 4:26,16,65
21/05/2020 4:26,16,65
21/05/2020 4:31,16,65
21/05/2020 4:32,16,65
21/05/2020 4:36,16,65
21/05/2020 4:37,16,65
21/05/2020 4:41,16,65
21/05/2020 4:42,16,65
21/05/2020 4:46,16,65
21/05/2020 4:47,16,65
21/05/2020 4:51,16,65
21/05/2020 4:52,16,65
21/05/2020 4:57,16,65
21/05/2020 4:57,16,65
21/05/2020 5:02,16,65
21/05/2020 5:02,16,65
21/05/2020 5:07,16,65
21/05/2020 5:07,16,65
21/05/2020 5:12,16,65
21/05/2020 5:12,16,65
21/05/2020 5:17,16,65
21/05/2020 5:17,16,65
21/05/2020 5:22,16,65
21/05/2020 5:22,16,65
21/05/2020 5:27,16,65
21/05/2020 5:27,16,65
21/05/2020 5:32,16,65
21/05/2020 5:32,16,65
21/05/2020 5:37,16,65
21/05/2020 5:37,16,66
21/05/2020 5:42,16,66
21/05/2020 5:42,16,66
21/05/2020 5:47,16,66
21/05/2020 5:47,16,66
21/05/2020 5:52,16,66
21/05/2020 5:52,16,66
21/05/2020 5:57,16,66
21/05/2020 5:57,16,66
21/05/2020 6:02,16,66
21/05/2020 6:02,16,66
21/05/2020 6:07,16,66
21/05/2020 6:07,16,66
21/05/2020 6:12,16,66
21/05/2020 6:12,16,66
21/05/2020 6:17,16,66
21/05/2020 6:17,16,66
21/05/2020 6:22,16,66
21/05/2020 6:22,16,66
21/05/2020 6:27,16,66
21/05/2020 6:27,16,66
21/05/2020 6:32,16,66
21/05/2020 6:32,16,66
21/05/2020 6:37,16,65
21/05/2020 6:37,16,65
21/05/2020 6:42,16,65
21/05/2020 6:42,16,65
21/05/2020 6:47,16,64
21/05/2020 6:47,17,64
21/05/2020 6:52,17,64
21/05/2020 6:52,17,64
21/05/2020 6:57,17,64
21/05/2020 6:57,17,64
21/05/2020 7:02,17,64
21/05/2020 7:02,17,64
21/05/2020 7:07,17,64
21/05/2020 7:07,17,64
21/05/2020 7:12,17,63
21/05/2020 7:12,17,64
21/05/2020 7:17,17,63
21/05/2020 7:17,17,63
21/05/2020 7:22,17,63
21/05/2020 7:22,17,63
21/05/2020 7:27,17,63
21/05/2020 7:27,17,63
21/05/2020 7:32,17,63
21/05/2020 7:32,18,64
21/05/2020 7:37,18,64
21/05/2020 7:37,18,64
21/05/2020 7:42,18,64
21/05/2020 7:42,18,64
21/05/2020 7:47,18,64
21/05/2020 7:47,18,64
21/05/2020 7:52,18,64
21/05/2020 7:52,18,64
21/05/2020 7:57,18,64
21/05/2020 7:57,18,64
21/05/2020 8:02,18,63
21/05/2020 8:02,18,63
21/05/2020 8:07,18,63
21/05/2020 8:07,18,63
21/05/2020 8:12,18,63
21/05/2020 8:12,18,63
21/05/2020 8:17,18,63
21/05/2020 8:17,18,63
21/05/2020 8:22,18,63
21/05/2020 8:22,18,63
21/05/2020 8:27,18,63
21/05/2020 8:27,18,63
21/05/2020 8:32,18,63
21/05/2020 8:32,18,63
21/05/2020 8:37,18,63
21/05/2020 8:37,18,63
21/05/2020 8:42,18,63
21/05/2020 8:42,18,63
21/05/2020 8:47,18,63
21/05/2020 8:47,18,63
21/05/2020 8:52,18,63
21/05/2020 8:52,18,63
21/05/2020 8:57,18,63
21/05/2020 8:57,18,63
21/05/2020 9:02,18,62
21/05/2020 9:02,18,63
21/05/2020 9:07,19,62
21/05/2020 9:07,19,62
21/05/2020 9:12,19,62
21/05/2020 9:13,19,62
21/05/2020 9:17,19,62
21/05/2020 9:18,19,62
21/05/2020 9:22,19,62
21/05/2020 9:23,19,62
21/05/2020 9:27,19,62
21/05/2020 9:28,19,62
21/05/2020 9:32,19,62
21/05/2020 9:33,19,62
21/05/2020 9:37,19,62
21/05/2020 9:38,19,62
21/05/2020 9:43,19,62
21/05/2020 9:43,19,62
21/05/2020 9:48,19,62
21/05/2020 9:48,19,62
21/05/2020 9:53,19,62
21/05/2020 9:53,19,62
21/05/2020 9:58,19,62
21/05/2020 9:58,19,62
21/05/2020 10:03,19,62
21/05/2020 10:03,19,61
21/05/2020 10:08,19,61
21/05/2020 10:08,19,62
21/05/2020 10:13,19,62
21/05/2020 10:13,19,62
21/05/2020 10:18,19,62
21/05/2020 10:18,19,62
21/05/2020 10:23,19,62
21/05/2020 10:23,19,62
21/05/2020 10:28,19,62
21/05/2020 10:28,19,62
21/05/2020 10:33,19,62
21/05/2020 10:33,19,62
21/05/2020 10:38,19,62
21/05/2020 10:38,19,62
21/05/2020 10:43,19,62
21/05/2020 10:43,19,62
21/05/2020 10:48,19,61
21/05/2020 10:48,19,62
21/05/2020 10:53,19,61
21/05/2020 10:53,19,61
21/05/2020 10:58,20,61
21/05/2020 10:58,20,61
21/05/2020 11:03,19,61
21/05/2020 11:03,20,61
21/05/2020 11:08,20,61
21/05/2020 11:08,20,61
21/05/2020 11:13,20,61
21/05/2020 11:13,20,61
21/05/2020 11:18,20,61
21/05/2020 11:18,20,61
21/05/2020 11:23,20,61
21/05/2020 11:23,20,61
21/05/2020 11:28,20,61
21/05/2020 11:28,20,62
21/05/2020 11:33,20,61
21/05/2020 11:33,20,61
21/05/2020 11:38,20,61
21/05/2020 11:38,20,61
21/05/2020 11:43,20,61
21/05/2020 11:43,20,61
21/05/2020 11:48,20,61
21/05/2020 11:48,20,61
21/05/2020 11:53,20,61
21/05/2020 11:53,20,61
21/05/2020 11:58,20,61
21/05/2020 11:58,20,61
21/05/2020 12:03,20,61
21/05/2020 12:03,20,61
21/05/2020 12:08,20,61
21/05/2020 12:08,20,61
21/05/2020 12:13,20,61
21/05/2020 12:13,20,61
21/05/2020 12:18,20,61
21/05/2020 12:18,20,61
21/05/2020 12:23,20,61
21/05/2020 12:23,20,61
21/05/2020 12:28,20,61
21/05/2020 12:28,20,61
21/05/2020 12:33,20,61
21/05/2020 12:33,20,61
21/05/2020 12:38,20,61
21/05/2020 12:38,20,61
21/05/2020 12:43,20,61
21/05/2020 12:43,20,61
21/05/2020 12:48,20,61
21/05/2020 12:48,21,62
21/05/2020 12:53,21,62
21/05/2020 12:53,21,62
21/05/2020 12:58,21,62
21/05/2020 12:58,21,62
21/05/2020 13:03,21,62
21/05/2020 13:03,21,62
21/05/2020 13:08,21,62
21/05/2020 13:08,21,62
21/05/2020 13:13,21,62
21/05/2020 13:13,21,62
21/05/2020 13:18,21,62
21/05/2020 13:18,21,62
21/05/2020 13:23,21,62
21/05/2020 13:23,21,61
21/05/2020 13:28,21,62
21/05/2020 13:28,21,61
21/05/2020 13:33,20,60
21/05/2020 13:33,20,61
21/05/2020 13:38,20,61
21/05/2020 13:38,20,60
21/05/2020 13:43,21,61
21/05/2020 13:43,20,59
21/05/2020 13:48,20,59
21/05/2020 13:48,21,60
21/05/2020 13:53,21,60
21/05/2020 13:54,21,60
21/05/2020 13:58,21,60
21/05/2020 13:59,20,59
21/05/2020 14:03,20,59
21/05/2020 14:04,21,60
21/05/2020 14:08,21,60
21/05/2020 14:09,21,60
21/05/2020 14:13,21,60
21/05/2020 14:14,21,60
21/05/2020 14:18,21,60
21/05/2020 14:19,21,60
21/05/2020 14:23,21,59
21/05/2020 14:24,21,60
21/05/2020 14:28,21,59
21/05/2020 14:29,21,59
21/05/2020 14:34,21,59
21/05/2020 14:34,21,59
21/05/2020 14:39,21,59
21/05/2020 14:39,21,59
21/05/2020 14:44,21,58
21/05/2020 14:44,21,59
21/05/2020 14:49,22,60
21/05/2020 14:49,22,59
21/05/2020 14:54,21,58
21/05/2020 14:54,21,59
21/05/2020 14:59,21,58
21/05/2020 14:59,22,59
21/05/2020 15:04,22,59
21/05/2020 15:04,22,59
21/05/2020 15:09,22,59
21/05/2020 15:09,22,59
21/05/2020 15:14,22,59
21/05/2020 15:14,21,58
21/05/2020 15:19,21,58
21/05/2020 15:19,22,59
21/05/2020 15:24,21,58
21/05/2020 15:24,22,59
21/05/2020 15:29,22,59
21/05/2020 15:29,22,59
21/05/2020 15:34,22,59
21/05/2020 15:34,22,59
21/05/2020 15:39,22,59
21/05/2020 15:39,22,59
21/05/2020 15:44,22,58
21/05/2020 15:44,22,59
21/05/2020 15:49,22,59
21/05/2020 15:49,22,59
21/05/2020 15:54,22,59
21/05/2020 15:54,22,59
21/05/2020 15:59,22,59
21/05/2020 15:59,21,59
21/05/2020 16:04,22,60
21/05/2020 16:04,21,58
21/05/2020 16:09,22,60
21/05/2020 16:09,21,58
21/05/2020 16:14,21,58
21/05/2020 16:14,21,58
21/05/2020 16:19,21,58
21/05/2020 16:19,21,58
21/05/2020 16:24,21,58
21/05/2020 16:24,21,57
21/05/2020 16:29,21,57
